ml_aspect_ratio,ml_solidity,ml_extent,ml_circularity,ml_rectangularity,ml_mean_sin_h,ml_mean_cos_h,ml_circ_var_h,ml_mean_s,ml_mean_v,ml_std_s,ml_std_v,ml_max_s,ml_max_v,ml_skew_s,ml_skew_v,ml_edge_density,ml_feature_vector,class,image_name
0.5666666666666667,0.7477971805740362,0.6263059129901961,0.17803944021355964,0.6299293577486923,0.0657463872041319,0.3188984364828404,0.6743947171472862,49.45595800524934,200.89648293963253,71.32225398373969,39.3675458648404,254.0,255.0,1.5016084404658236,-0.32822313597439895,14.722265625,"[ 5.66666667e-01  7.47797181e-01  6.26305913e-01  1.78039440e-01
  6.29929358e-01  6.57463872e-02  3.18898436e-01  6.74394717e-01
  4.94559580e+01  2.00896483e+02  7.13222540e+01  3.93675459e+01
  2.54000000e+02  2.55000000e+02  1.50160844e+00 -3.28223136e-01
  1.47222656e+01]",LATA,undist_1764002157.png
0.5666666666666667,0.7484053279194502,0.6268152573529412,0.1770894875748079,0.6304416488841298,0.07233157694733354,0.3173218857446184,0.6745387331859463,49.48539609161588,201.0113469216222,71.0144451905783,39.39679500764754,252.0,255.0,1.496046307372276,-0.33220053182043,14.5927734375,"[ 5.66666667e-01  7.48405328e-01  6.26815257e-01  1.77089488e-01
  6.30441649e-01  7.23315769e-02  3.17321886e-01  6.74538733e-01
  4.94853961e+01  2.01011347e+02  7.10144452e+01  3.93967950e+01
  2.52000000e+02  2.55000000e+02  1.49604631e+00 -3.32200532e-01
  1.45927734e+01]",LATA,undist_1764002159.png
0.54375,0.7639760530413943,0.6539471583652618,0.18567247682342466,0.6578328247952465,0.06649962822882101,0.3057658133487873,0.6870863806616643,49.58981909970551,201.48411863693732,71.04830188339609,39.30706142705811,252.0,255.0,1.4905982059454796,-0.3461342475430906,14.443359375,"[ 5.43750000e-01  7.63976053e-01  6.53947158e-01  1.85672477e-01
  6.57832825e-01  6.64996282e-02  3.05765813e-01  6.87086381e-01
  4.95898191e+01  2.01484119e+02  7.10483019e+01  3.93070614e+01
  2.52000000e+02  2.55000000e+02  1.49059821e+00 -3.46134248e-01
  1.44433594e+01]",LATA,undist_1764002161.png
0.54375,0.7647295150892274,0.6533285440613027,0.18891726984621998,0.657210534767946,0.08185437969955381,0.32057703782474944,0.6691378283083882,49.583394485795154,201.24457490302967,71.41677712631108,39.20973252554706,252.0,255.0,1.4961183101802156,-0.336076704853343,14.2740234375,"[ 5.43750000e-01  7.64729515e-01  6.53328544e-01  1.88917270e-01
  6.57210535e-01  8.18543797e-02  3.20577038e-01  6.69137828e-01
  4.95833945e+01  2.01244575e+02  7.14167771e+01  3.92097325e+01
  2.52000000e+02  2.55000000e+02  1.49611831e+00 -3.36076705e-01
  1.42740234e+01]",LATA,undist_1764002163.png
0.5604166666666667,0.7573295606411119,0.6363808859975217,0.18776005416005503,0.6400889602093914,0.07849698818493815,0.31919634967349153,0.6712933119040804,49.456455188430276,201.92146099440515,70.82692211594215,38.55321274444977,250.0,255.0,1.4897278068268884,-0.33367202447983835,14.70234375,"[ 5.60416667e-01  7.57329561e-01  6.36380886e-01  1.87760054e-01
  6.40088960e-01  7.84969882e-02  3.19196350e-01  6.71293312e-01
  4.94564552e+01  2.01921461e+02  7.08269221e+01  3.85532127e+01
  2.50000000e+02  2.55000000e+02  1.48972781e+00 -3.33672024e-01
  1.47023438e+01]",LATA,undist_1764002164.png
0.5604166666666667,0.7569235871828417,0.6362918215613383,0.18458780234515862,0.6399993768111426,0.06013209230251337,0.3157675990996887,0.678557866536044,49.753426112822694,202.5358546690747,71.07922263926808,38.48701203667856,253.0,255.0,1.4785310503644942,-0.36440181866557236,14.483203125,"[ 5.60416667e-01  7.56923587e-01  6.36291822e-01  1.84587802e-01
  6.39999377e-01  6.01320923e-02  3.15767599e-01  6.78557867e-01
  4.97534261e+01  2.02535855e+02  7.10792226e+01  3.84870120e+01
  2.53000000e+02  2.55000000e+02  1.47853105e+00 -3.64401819e-01
  1.44832031e+01]",LATA,undist_1764002166.png
0.5916666666666667,0.7350423519921122,0.6015625,0.18665345534625094,0.6049484718605458,0.07747373957282733,0.3274952932540226,0.6634656816505388,48.87333821836072,201.40479430545378,70.57318878526947,39.09201804254186,255.0,255.0,1.5073372964901548,-0.31188449599832313,14.722265625,"[ 5.91666667e-01  7.35042352e-01  6.01562500e-01  1.86653455e-01
  6.04948472e-01  7.74737396e-02  3.27495293e-01  6.63465682e-01
  4.88733382e+01  2.01404794e+02  7.05731888e+01  3.90920180e+01
  2.55000000e+02  2.55000000e+02  1.50733730e+00 -3.11884496e-01
  1.47222656e+01]",LATA,undist_1764002167.png
0.6145833333333334,0.7182254143937828,0.5769668079096045,0.16560592466947918,0.580137900671751,0.08013365140663814,0.3331082173608742,0.657388723826696,49.15431196491961,200.29108373355606,70.67169006664366,39.651473443840345,255.0,255.0,1.5024653239750054,-0.2944917384548763,15.2501953125,"[ 6.14583333e-01  7.18225414e-01  5.76966808e-01  1.65605925e-01
  5.80137901e-01  8.01336514e-02  3.33108217e-01  6.57388724e-01
  4.91543120e+01  2.00291084e+02  7.06716901e+01  3.96514734e+01
  2.55000000e+02  2.55000000e+02  1.50246532e+00 -2.94491738e-01
  1.52501953e+01]",LATA,undist_1764002169.png
0.5916666666666667,0.7320889167749742,0.5991453931924883,0.1687507716343155,0.6025177600566551,0.0761047647481967,0.32056892058476094,0.670521065829305,48.937734668335416,200.29682937004588,70.61688505078558,39.84938689831442,254.0,255.0,1.5153529350467114,-0.28129306423259526,15.2203125,"[ 5.91666667e-01  7.32088917e-01  5.99145393e-01  1.68750772e-01
  6.02517760e-01  7.61047647e-02  3.20568921e-01  6.70521066e-01
  4.89377347e+01  2.00296829e+02  7.06168851e+01  3.98493869e+01
  2.54000000e+02  2.55000000e+02  1.51535294e+00 -2.81293064e-01
  1.52203125e+01]",LATA,undist_1764002171.png
0.54375,0.7620757423344883,0.6530930715197957,0.17723868897649891,0.6569736630801349,0.06785979265678953,0.33364770322487536,0.659521305620077,48.567968260597205,200.7088118605137,70.446199127149,39.72134206283056,255.0,255.0,1.5409601534618254,-0.3000941851052898,15.4494140625,"[ 5.43750000e-01  7.62075742e-01  6.53093072e-01  1.77238689e-01
  6.56973663e-01  6.78597927e-02  3.33647703e-01  6.59521306e-01
  4.85679683e+01  2.00708812e+02  7.04461991e+01  3.97213421e+01
  2.55000000e+02  2.55000000e+02  1.54096015e+00 -3.00094185e-01
  1.54494141e+01]",LATA,undist_1764002173.png
0.5916666666666667,0.7318746722718452,0.5989620011737089,0.16572911971666524,0.6023333357923235,0.08368371346512732,0.33731794444428365,0.6524566796161515,49.279665446941976,200.27485624673287,70.7399077047258,39.55611576084602,254.0,255.0,1.5237113299750857,-0.26665251209998464,15.65859375,"[ 5.91666667e-01  7.31874672e-01  5.98962001e-01  1.65729120e-01
  6.02333336e-01  8.36837135e-02  3.37317944e-01  6.52456680e-01
  4.92796654e+01  2.00274856e+02  7.07399077e+01  3.95561158e+01
  2.54000000e+02  2.55000000e+02  1.52371133e+00 -2.66652512e-01
  1.56585937e+01]",LATA,undist_1764002174.png
0.5458333333333333,0.7638769684304799,0.6510933524173028,0.18620255913923056,0.6549524472280214,0.07646773119973728,0.32592823690608375,0.6652216710604709,48.81813433615377,201.41721508409069,70.48000381846792,38.98978382552694,255.0,255.0,1.5093533383113453,-0.3339602742658702,14.30390625,"[ 5.45833333e-01  7.63876968e-01  6.51093352e-01  1.86202559e-01
  6.54952447e-01  7.64677312e-02  3.25928237e-01  6.65221671e-01
  4.88181343e+01  2.01417215e+02  7.04800038e+01  3.89897838e+01
  2.55000000e+02  2.55000000e+02  1.50935334e+00 -3.33960274e-01
  1.43039063e+01]",LATA,undist_1764002175.png
0.5458333333333333,0.7650754999510195,0.6520753816793893,0.19118278918904152,0.6559402970748446,0.07768173692409519,0.32156862080784515,0.6691815752715637,49.04858721718278,201.2722343864039,70.8952959220583,38.89958868411405,255.0,255.0,1.5096951105814862,-0.33188810698961196,14.7123046875,"[ 5.45833333e-01  7.65075500e-01  6.52075382e-01  1.91182789e-01
  6.55940297e-01  7.76817369e-02  3.21568621e-01  6.69181575e-01
  4.90485872e+01  2.01272234e+02  7.08952959e+01  3.88995887e+01
  2.55000000e+02  2.55000000e+02  1.50969511e+00 -3.31888107e-01
  1.47123047e+01]",LATA,undist_1764002177.png
0.54375,0.7670319088265817,0.6548730842911877,0.19183401640243972,0.6587642524490124,0.08186152844222173,0.3201336841738718,0.6695656107763102,49.1028499316437,201.4231780418551,70.54004188379082,38.849111417648324,252.0,255.0,1.5020027880002915,-0.33699222639195614,14.3935546875,"[ 5.43750000e-01  7.67031909e-01  6.54873084e-01  1.91834016e-01
  6.58764252e-01  8.18615284e-02  3.20133684e-01  6.69565611e-01
  4.91028499e+01  2.01423178e+02  7.05400419e+01  3.88491114e+01
  2.52000000e+02  2.55000000e+02  1.50200279e+00 -3.36992226e-01
  1.43935547e+01]",LATA,undist_1764002179.png
0.54375,0.766999186619422,0.6548451468710089,0.19446037083400597,0.6587361490284246,0.08092361184994755,0.3152292921271254,0.6745493315880123,49.01109715242881,201.34840871021777,70.72208982405012,38.63513734285537,252.0,255.0,1.502823389603414,-0.3160481796421023,14.30390625,"[ 5.43750000e-01  7.66999187e-01  6.54845147e-01  1.94460371e-01
  6.58736149e-01  8.09236118e-02  3.15229292e-01  6.74549332e-01
  4.90110972e+01  2.01348409e+02  7.07220898e+01  3.86351373e+01
  2.52000000e+02  2.55000000e+02  1.50282339e+00 -3.16048180e-01
  1.43039063e+01]",LATA,undist_1764002181.png
0.5375,0.7706475860482368,0.6627139857881137,0.19599399471567686,0.6666815593446138,0.07170135119682612,0.32895194552582707,0.6633243902082046,49.015037593984964,201.2842522974102,70.88679674418255,38.765309134291684,253.0,255.0,1.5045275766371846,-0.32920251135122247,14.323828125,"[ 5.37500000e-01  7.70647586e-01  6.62713986e-01  1.95993995e-01
  6.66681559e-01  7.17013512e-02  3.28951946e-01  6.63324390e-01
  4.90150376e+01  2.01284252e+02  7.08867967e+01  3.87653091e+01
  2.53000000e+02  2.55000000e+02  1.50452758e+00 -3.29202511e-01
  1.43238281e+01]",LATA,undist_1764002183.png
0.5416666666666666,0.7673410201838295,0.6572355769230769,0.1984202683300829,0.6611505630294774,0.07216829440818914,0.3231158596967041,0.6689227861882863,49.1135270750575,201.2740957558018,70.9207983549643,38.804203180842855,255.0,255.0,1.5012421343691424,-0.3237375006608434,14.8517578125,"[ 5.41666667e-01  7.67341020e-01  6.57235577e-01  1.98420268e-01
  6.61150563e-01  7.21682944e-02  3.23115860e-01  6.68922786e-01
  4.91135271e+01  2.01274096e+02  7.09207984e+01  3.88042032e+01
  2.55000000e+02  2.55000000e+02  1.50124213e+00 -3.23737501e-01
  1.48517578e+01]",LATA,undist_1764002184.png
